x,y
0.0,7.131893903088169
0.033431388888889,7.28719920270315
0.066861944444445,7.5053058977645595
0.100308333333333,7.68738797170064
0.133737777777778,7.855462558622409
0.167177777777778,7.986989094535041
0.20060722222222196,8.09674897427583
0.23404055555555606,8.208303743221721
0.26746,8.281270531522
0.30087666666666696,8.35704632725735
0.33431944444444395,8.404731944729859
0.36776111111111104,8.45024384141693
0.40119888888888894,8.48709477388621
0.434648055555556,8.52720395956222
0.46807111111111105,8.55045671409162
0.5015091666666671,8.582844532269771
0.5349527777777779,8.60145042126017
0.568393333333333,8.610042619287908
0.601825833333333,8.624727022966152
0.635252777777778,8.616409763275609
0.668691666666667,8.644835365508541
0.7021286111111109,8.62533266557796
0.7355425,8.63012910326081
0.768976666666667,8.63204705214713
0.8024063888888892,8.62270671873058
0.835835,8.61805343346275
0.8692675,8.595335557865678
0.9026924999999999,8.60257402164295
0.9361211111111108,8.58489192997685
0.9695452777777779,8.58313396372268
1.00297111111111,8.549480277159358
1.03639444444444,8.53454018314876
1.06981472222222,8.52791934130799
1.1032461111111103,8.5032744337136
1.13667305555556,8.47547143532526
1.1701063888888898,8.45339474579832
1.20354333333333,8.43286936116719
1.23698333333333,8.40613440790555
1.27041194444444,8.375973119396921
1.30385555555556,8.33544710715247
1.3373,8.31003188653575
1.3707333333333303,8.27795274357096
1.404175,8.22553490550265
1.4376138888888899,8.19645331712887
1.47104055555556,8.155688577883222
1.5044600000000001,8.11202482021165
1.5378933333333302,8.06124248082526
1.57131472222222,8.002712563188458
1.60473416666667,7.956862504627949
1.6381711111111101,7.9089609795972295
1.6716099999999998,7.855320910460679
1.7050599999999998,7.796997474300641
1.73848416666667,7.72846024410457
1.77191388888889,7.682716638929709
1.80533777777778,7.6220958050807
1.83876277777778,7.55129129902122
1.8722091666666698,7.47631167567922
1.90562111111111,7.403665501611509
1.93904527777778,7.330384445496
1.9724738888888897,7.2661358870085495
2.00591944444444,7.23853061618683
2.03934888888889,7.2987911012144595
2.07277777777778,7.38221219034782
2.10620638888889,7.32024927885452
2.13962777777778,7.13159205967666
2.1730738888888896,6.92574059962318
2.20651472222222,6.7390950785404495
2.2399563888888903,6.543559365630689
2.2734072222222204,6.36675856133479
2.3068277777777797,6.195899870711929
2.34026944444444,6.035079153895199
2.3737,5.87473390432837
2.40713138888889,5.709368820642551
2.44056111111111,5.58356727567706
2.47400361111111,5.56610685490521
2.50745,5.568471043839379
2.540875,5.491150425648829
2.5743258333333303,5.33852693081528
2.6077722222222204,5.1531318151896
2.6412147222222204,4.9575595123202
2.67465638888889,4.75415067539622
2.70808777777778,4.55755345177967
2.74153416666667,4.35424149980109
2.7749786111111097,4.157041595215779
2.80841472222222,3.96570593489995
2.8418425,3.78741613246864
2.87527111111111,3.6697880513565204
2.90871388888889,3.58826216854118
2.94214805555556,3.45834660171032
2.9755849999999997,3.18696609535602
3.00901194444444,2.74906596810337
3.0424572222222204,2.2495255595946397
3.07590083333333,1.79967684810176
3.1093349999999997,1.3951574774650302
3.1427777777777797,1.0123134654483499
3.17618055555555,0.665450249229404
3.20961388888889,0.467785065891596
3.2430425,0.39214341275701503
3.276475,0.34364820974506005
3.3099166666666697,0.317990999016894
3.34335,0.301990051038269
3.37677944444445,0.28979269403924196
3.41020444444444,0.273175690695873
3.44362111111111,0.266999131480649
3.4770627777777796,0.25258786734009
3.5105,0.248588645307267
3.54392305555556,0.235089619014961
3.57735,0.230374417025648
3.61077944444445,0.228577625697931
3.64421111111111,0.22633035738277596
3.6776452777777795,0.21954993613878
3.71107944444444,0.216477013539938
3.74451,0.207890455148738
3.77795,0.209692305810327
3.81138055555556,0.208341408003073
3.84481944444444,0.21743580648106997
3.87824805555555,0.21036739675749
3.9116888888888903,0.21094881377375
3.9451313888888904,0.21608021961567
3.9785666666666697,0.2116036683316
4.0119925,0.21163686331379
4.04543777777778,0.21748893611214
4.078877777777779,0.21661719623046202
4.1123238888888904,0.218506270483025
4.14574722222222,0.21120616418344001
4.17918777777778,0.21271849751493002
4.21262305555555,0.21623229387072002
4.24605833333333,0.21340499851567798
4.27948694444445,0.222945450457083
4.3129202777777795,0.21329885814049804
4.3463527777777795,0.21314544234535
4.37978611111111,0.21498326969826
4.41322027777778,0.216916540434903
4.44666111111111,0.21402898912375198
4.480103611111111,0.210454300458359
